Species	Antibiotic	F1	CI_Low	CI_High	VME	CI_Low	CI_High	ME	CI_Low	CI_High
ALL	OXA	0.8813197846521653	0.8134762743767914	0.9491632949275393	0.1108695652173913	0.040194277586205945	0.18154485284857666	0.09824561403508772	0.030052225486369863	0.16643900258380556
ALL	PAS	0.7206860216647502	0.6431641157067739	0.7982079276227264	0.37272727272727274	0.2113070062067508	0.5341475392477947	0.1284175084175084	0.057527061966780285	0.19930795486823652
ALL	PEN	0.9176161369249515	0.8959226067893835	0.9393096670605194	0.05277692752440229	0.031478010981123766	0.07407584406768081	0.11682569674067075	0.08614278371150431	0.14750860976983718
ALL	PZA	0.8271462019756772	0.8195798537299457	0.8347125502214088	0.16577540106951874	0.13001836756463722	0.20153243457440026	0.08756497623925191	0.0759945052391022	0.09913544723940163
ALL	RIF	0.9180562828522397	0.9100327681658348	0.9260797975386447	0.13376932367149758	0.10666177871793808	0.16087686862505707	0.03660895527093219	0.03287054036326526	0.04034737017859912
ALL	SAM	0.9193855355722793	0.8985666438681315	0.9402044272764272	0.03804332715477294	0.02692915516570026	0.04915749914384562	0.10909956215495908	0.07486161556182747	0.1433375087480907
ALL	SPT	0.92213601964316	0.8739122296053679	0.9703598096809523	0.048275862068965524	-0.01665781683960143	0.11320954097753247	0.11298701298701297	0.044245769600164325	0.1817282563738616
ALL	STR	0.881387896718049	0.8683700862732731	0.8944057071628249	0.1616216216216216	0.13082816721799018	0.19241507602525304	0.07804373594931535	0.06416514593204171	0.09192232596658899
ALL	SXT	0.9273639224367279	0.9222739861668101	0.9324538587066458	0.06237515828632514	0.060072085496086475	0.0646782310765638	0.08004021912488732	0.0664656534835281	0.09361478476624653
ALL	TEL	0.9124148491491375	0.8655593558027971	0.9592703424954779	0.04444444444444444	-0.03112082007313967	0.12000970896202855	0.06818181818181819	0.036532863846692076	0.0998307725169443
ALL	TET	0.9090343915619605	0.901710161171293	0.9163586219526281	0.08406314182555903	0.07512858384045586	0.09299769981066221	0.0980847951491701	0.08841195302355744	0.10775763727478276
ALL	TGC	0.868683905967066	0.8574616196588289	0.8799061922753031	0.07863247863247864	0.059648238596938144	0.09761671866801915	0.13975903614457832	0.1278536860840698	0.15166438620508685
ALL	TIM	0.9638743961352656	0.9013983659664613	1.02635042630407	0.05714285714285714	-0.10151114886844564	0.2157968631541599	0.016666666666666666	-0.029607418419963314	0.06294075175329665
ALL	TIO	0.9555670629490226	0.9471306189117148	0.9640035069863304	0.045	0.01902873415791076	0.07097126584208924	0.02249439365188891	0.012676939417910343	0.032311847885867474
ALL	TMO	0.9862208713272544	0.9627933425102527	1.0096484001442563	0.0	0.0	0.0	0.016666666666666666	-0.01167030752742737	0.0450036408607607
ALL	TMP	0.8356264031053154	0.7971763049730896	0.8740765012375413	0.21711621711621715	0.1644351165229922	0.2697973177094421	0.11447938026885396	0.08377144958991217	0.14518731094779574
ALL	TOB	0.9209024100134459	0.9123840242300176	0.9294207957968741	0.07208869841637548	0.06054717555562519	0.08363022127712577	0.08574224992010228	0.06674635598325762	0.10473814385694694
ALL	TZP	0.893288286139897	0.881767672174707	0.904808900105087	0.14177785791561487	0.10888604010600814	0.1746696757252216	0.06959316903131116	0.056603295287271586	0.08258304277535072
ALL	VAN	0.9243698100788336	0.9030147746185072	0.9457248455391599	0.06779272234386405	0.0483859491379014	0.0871994955498267	0.08354443967367968	0.056702579671617986	0.11038629967574137
Acinetobacter baumannii	ALL	0.93031636187245	0.9230650137032306	0.9375677100416695	0.027459284574594102	0.022761954212286502	0.0321566149369017	0.12241955102722454	0.11410529582521745	0.13073380622923164
Acinetobacter baumannii	AMK	0.8879459285418628	0.8635714321973934	0.9123204248863322	0.07725778732545649	0.05509149839159082	0.09942407625932216	0.14982867863050492	0.10751761391582196	0.19213974334518788
Acinetobacter baumannii	CAZ	0.9310454441491494	0.8978895272477494	0.9642013610505493	0.01803882432536754	0.010065284972643118	0.02601236367809196	0.12364707756012103	0.027965272553790638	0.21932888256645142
Acinetobacter baumannii	CIP	0.9282154161541796	0.8655501419007989	0.9908806904075602	0.0018128203964977545	-0.0015553665790167745	0.0051810073720122835	0.20706293706293705	0.01382595051747676	0.40029992360839733
Acinetobacter baumannii	GEN	0.9051944327044623	0.8709841109246489	0.9394047544842757	0.011292991930103921	0.002452710697328199	0.020133273162879644	0.227093174552852	0.15921127856069306	0.29497507054501093
Acinetobacter baumannii	IPM	0.9487295021671823	0.9418459576743465	0.9556130466600181	0.04811875005238849	0.031239751388855805	0.06499774871592118	0.05425736857430056	0.032449057845722745	0.07606567930287837
Acinetobacter baumannii	LVX	0.9028449853807301	0.8774479445578844	0.9282420262035758	0.02757615753075175	0.018654132400136123	0.036498182661367375	0.1161092530657748	0.04072316284391511	0.19149534328763448
Acinetobacter baumannii	MEM	0.9507246692561218	0.9177739587209088	0.9836753797913347	0.023587178642917993	-0.0026896457678350673	0.04986400305367106	0.08255787264738672	0.005929334896208283	0.15918641039856515
Acinetobacter baumannii	SAM	0.9359721581961844	0.9037966349053145	0.9681476814870543	0.08932858132858133	0.05048750768581269	0.12816965497134997	0.034516541659398804	0.0002575538944139949	0.06877552942438361
Acinetobacter baumannii	SXT	0.8651957513686744	0.8271168569394398	0.9032746457979091	0.00915187710271953	0.0024899531173796204	0.01581380108805944	0.3066338854382333	0.21864339316590625	0.3946243777105603
Acinetobacter baumannii	TET	0.9313503823191047	0.894815831339498	0.9678849332987114	0.02254217587850122	0.005287238141433372	0.03979711361556907	0.1251143009037746	0.053193438721468866	0.19703516308608032
Acinetobacter baumannii	TOB	0.892730619240685	0.8612297494885095	0.9242314889928605	0.053317109676175554	0.02567326950029439	0.08096094985205672	0.17388771781797302	0.12619503959118125	0.2215803960447648
Campylobacter coli	ALL	0.93471302400202	0.922977214446142	0.9464488335578981	0.042834406578177484	0.032432827400847554	0.05323598575550741	0.07117669968237199	0.06088800989238871	0.08146538947235527
Campylobacter coli	AZM	0.9422744505097447	0.8847658315986793	0.9997830694208101	0.07439096850861557	-0.03913356601962338	0.1879155030368545	0.03595729591934525	0.004499789630522895	0.06741480220816762
Campylobacter coli	CIP	0.9196862932857455	0.878295516621058	0.961077069950433	0.070062324929972	-0.003397916232977638	0.14352256609292163	0.07349607234198027	0.044156870681994226	0.10283527400196632
Campylobacter coli	CLI	0.8935251090998262	0.8459873545225172	0.9410628636771352	0.1500793650793651	0.08417177676052624	0.21598695339820395	0.06105748605748605	0.008679388748833068	0.11343558336613904
Campylobacter coli	ERY	0.9670565911402955	0.917579041664315	1.016534140616276	0.052884615384615384	-0.013589351536615106	0.11935858230584587	0.010797237915881983	-0.009568646030797583	0.03116312186256155
Campylobacter coli	GEN	0.9196436219319641	0.8481953205226622	0.9910919233412661	0.028717948717948714	-0.020315995012811665	0.07775189244870909	0.0658369490033327	-0.015718347933400864	0.14739224594006628
Campylobacter coli	NAL	0.8090093813985313	0.7452138696157182	0.8728048931813444	0.0419047619047619	-0.03680283505731838	0.12061235886684218	0.253497442455243	0.18235370902370202	0.32464117588678404
Campylobacter coli	TEL	0.9124148491491375	0.8655593558027971	0.9592703424954779	0.04444444444444444	-0.03112082007313967	0.12000970896202855	0.06818181818181819	0.036532863846692076	0.0998307725169443
Campylobacter coli	TET	0.967480594896788	0.93337709244282	1.001584097350756	0.004347826086956522	-0.007723674370425212	0.016419326544338256	0.08497076023391811	0.01187773646816749	0.15806378399966875
Campylobacter jejuni	ALL	0.9820752505923899	0.971088868897892	0.9930616322868877	0.020815900106355225	-0.005215919590921495	0.04684771980363195	0.014819139114258492	0.004283505563021352	0.025354772665495632
Campylobacter jejuni	CIP	0.9734999235994064	0.9377718500650833	1.0092279971337295	0.06291643139469226	-0.02301781554652714	0.14885067833591165	0.0044449932090381535	-0.0031132437388230313	0.012003230156899337
Campylobacter jejuni	NAL	0.965026893715747	0.9241669583773026	1.0058868290541914	0.014285714285714285	-0.02537778721711141	0.05394921578853998	0.028649644928714697	-0.003938330226017556	0.06123762008344695
Campylobacter jejuni	TET	0.985106782226658	0.9726763144483074	0.9975372500050087	0.008509755085097551	-0.006925115117637298	0.0239446252878324	0.022637292464878674	-0.003220034712765378	0.048494619642522725
Clostridioides difficile	ALL	0.9665747998969161	0.9538214843101427	0.9793281154836895	0.03767488651699178	0.003820259618608976	0.07152951341537458	0.02947737259601666	0.01692958271313335	0.04202516247889997
Clostridioides difficile	AZM	0.9878447478447479	0.9670695786195348	1.0086199170699608	0.01111111111111111	-0.0197382789466422	0.04196050116886442	0.011764705882352941	-0.020899354178797624	0.044428765943503506
Clostridioides difficile	CLR	0.9841995841995843	0.9662901452078908	1.002109023191278	0.010526315789473684	-0.018699422159976824	0.03975205373892419	0.021052631578947368	-0.014741441087276676	0.05684670424517141
Clostridioides difficile	MXF	0.9236039575319761	0.8865978101336945	0.9606101049302577	0.09260835913312693	0.004884215372424602	0.18033250289382924	0.05890522875816993	0.007168731565122828	0.11064172595121702
Enterobacter cloacae	ALL	0.8230509788057404	0.79303624381119	0.8530657138002908	0.10329038029768438	0.07476320425385959	0.13181755634150918	0.2553235425685497	0.19882883563034554	0.3118182495067539
Enterobacter cloacae	CIP	0.7997360026135432	0.714102962092259	0.8853690431348273	0.15194626892902754	0.07889502637706972	0.22499751148098537	0.2411483253588517	0.12438131605372664	0.35791533466397674
Enterobacter cloacae	GEN	0.8138896045966968	0.7330178373784344	0.8947613718149592	0.12082348137611296	0.0011951086914614856	0.24045185406076441	0.22099455628318107	0.13063276827928605	0.3113563442870761
Enterobacter cloacae	IPM	0.8520602983956722	0.772460634055915	0.9316599627354294	0.2849376114081996	0.09678164183649851	0.47309358097990073	0.04126838300751344	-0.0043387319883014044	0.08687549800332828
Enterobacter cloacae	LVX	0.8234678128947905	0.7226611329936903	0.9242744927958908	0.1515204678362573	-0.0029383517268646575	0.3059792873993793	0.15743589743589742	0.025308195101569536	0.2895635997702253
Enterobacter cloacae	TGC	0.7065047678394821	0.6700952979777633	0.7429142377012009	0.055335497835497835	-0.0026070706367227123	0.11327806630771839	0.5659670008354218	0.4961849770318696	0.6357490246389741
Enterobacter cloacae	TOB	0.8532117108897295	0.7383216415208971	0.9681017802585619	0.11228438228438228	-0.005245909964737491	0.22981467453350207	0.16833333333333333	-0.011838725574719378	0.34850539224138605
Enterobacter cloacae	TZP	0.5664829966211964	0.45576239862590684	0.6772035946164859	0.04231168377294633	0.011521104566136052	0.07310226297975661	0.8107905982905983	0.6190685803090581	1.0025126162721385
Enterococcus faecium	ALL	0.9443139697814156	0.9340081834685071	0.954619756094324	0.03736115737873629	0.026872727645031808	0.04784958711244078	0.07728412885788395	0.05828691340618629	0.09628134430958162
Enterococcus faecium	AMP	0.9550361028080075	0.9386179005662963	0.9714543050497187	0.009848223166745993	0.00543322778613582	0.014263218547356167	0.09147619047619047	0.056162801940767004	0.12678957901161395
Enterococcus faecium	GEN	0.9329769850097993	0.8431316778689465	1.0228222921506522	0.02857142857142857	-0.05075557443422282	0.10789843157707996	0.08361111111111111	-0.0343676411367924	0.20158986335901463
Enterococcus faecium	LZD	0.9482391649398707	0.9105051008629812	0.9859732290167602	0.014285714285714285	-0.02537778721711141	0.05394921578853998	0.058064516129032254	0.005840910170686886	0.11028812208737762
Enterococcus faecium	STR	0.9888544891640867	0.9579095901587862	1.0197993881693872	0.02	-0.03552890210395597	0.07552890210395598	0.0	0.0	0.0
Enterococcus faecium	VAN	0.9243698100788336	0.9030147746185072	0.9457248455391599	0.06779272234386405	0.0483859491379014	0.0871994955498267	0.08354443967367968	0.056702579671617986	0.11038629967574137
Escherichia coli	ALL	0.8871742574004038	0.8821772413295409	0.8921712734712667	0.15054194840877239	0.13977275646509899	0.1613111403524458	0.0777625020252525	0.07331298249722153	0.08221202155328348
Escherichia coli	AMC	0.7617163091966666	0.7353167372503499	0.7881158811429833	0.2789594415428295	0.16358798076126635	0.3943309023243926	0.18415159134402498	0.14287487563851117	0.22542830704953878
Escherichia coli	AMK	0.8412428064909715	0.7669248412506876	0.9155607717312554	0.3543686705451411	0.1611551548606978	0.5475821862295844	0.01759410573364062	-0.005462616795042143	0.040650828262323385
Escherichia coli	AMP	0.8973844995791657	0.8824250712481669	0.9123439279101644	0.047594460942083784	0.03037726837603479	0.06481165350813278	0.17201683716955563	0.14629961780902065	0.1977340565300906
Escherichia coli	AMX	0.8358265020209862	0.7999630324859442	0.8716899715560281	0.14747773205915204	0.10272794690406015	0.19222751721424394	0.17618693408463443	0.12877898877049565	0.2235948793987732
Escherichia coli	ATM	0.9345493010278634	0.9190633606388346	0.9500352414168921	0.11468565349379303	0.07993732808336773	0.14943397890421833	0.02182474522376	0.0038056166862297618	0.03984387376129024
Escherichia coli	CAZ	0.9076622825086307	0.8794457863795989	0.9358787786376624	0.1588214481069909	0.11213579777686314	0.20550709843711865	0.040956356359817384	0.02543614130671879	0.056476571412915975
Escherichia coli	CEF	0.893379578842841	0.8428950211552861	0.9438641365303959	0.1539039039039039	0.07111549227945184	0.23669231552835596	0.05418894830659536	0.0052053575365075475	0.10317253907668317
Escherichia coli	CFZ	0.7422149879522253	0.5956127791129476	0.888817196791503	0.26723949262518687	0.0997970761984242	0.43468190905194953	0.14254689754689753	0.04192287138466046	0.24317092370913462
Escherichia coli	CHL	0.6913485236831882	0.6246999135006931	0.7579971338656833	0.18319104218992982	0.07263719039512813	0.2937448939847315	0.3955931102866542	0.3323070190929049	0.45887920148040356
Escherichia coli	CIP	0.9106764639093005	0.8927799231834284	0.9285730046351726	0.09641358641358641	0.06732735955157762	0.1254998132755952	0.07889457508641731	0.06618280718569282	0.0916063429871418
Escherichia coli	CRO	0.9028440732972355	0.8836804294237521	0.9220077171707188	0.06919520520758911	0.052769287816699664	0.08562112259847855	0.12594815223386652	0.0857513854975666	0.16614491897016642
Escherichia coli	CST	0.8095703155526964	0.742782766792054	0.8763578643133388	0.2375204678362573	0.06521413643521987	0.4098267992372947	0.13084219688569668	0.051765044306719424	0.20991934946467394
Escherichia coli	CTX	0.9421537695719804	0.9219383503835872	0.9623691887603736	0.06731862677262071	0.03961402369930244	0.09502322984593897	0.045847469611454	0.0275378547502449	0.0641570844726631
Escherichia coli	CXM	0.89216245886343	0.8613729821359437	0.9229519355909164	0.2518024169273013	0.1559396263519483	0.34766520750265434	0.015731686903631838	0.0018601413470481828	0.02960323246021549
Escherichia coli	CZA	0.9148061457992809	0.8516385218262348	0.977973769772327	0.04	-0.07105780420791194	0.15105780420791196	0.11666666666666667	0.024118496493406708	0.20921483683992664
Escherichia coli	ETP	0.9337258659095384	0.8891596082374125	0.9782921235816644	0.15782051282051282	0.07791606089578142	0.23772496474524424	0.009767049793230658	-0.001961372966640229	0.021495472553101545
Escherichia coli	FEP	0.9215529626390409	0.8912307685001737	0.951875156777908	0.16374577938926665	0.09097554967231024	0.23651600910622306	0.018296166492635137	0.0030144854226274807	0.033577847562642794
Escherichia coli	FOX	0.9073381637008591	0.8705762235739708	0.9441001038277473	0.11582193030468893	0.018334868515969965	0.2133089920934079	0.06940208622758019	0.017842925098591804	0.12096124735656857
Escherichia coli	GEN	0.8297165772480743	0.8128657960478286	0.8465673584483201	0.203016848016848	0.1685450410480906	0.2374886549856054	0.10279967663485987	0.09024255075258816	0.11535680251713157
Escherichia coli	IPM	0.8833975173378287	0.8654775950967293	0.9013174395789281	0.22166666666666668	0.11681730929903955	0.3265160240342938	0.024046123501686206	0.008365747184033562	0.039726499819338845
Escherichia coli	LVX	0.7837473470913369	0.6893849557126407	0.878109738470033	0.16029297561318437	0.08784626839407345	0.2327396828322953	0.16803184431667403	0.03950960175500598	0.29655408687834206
Escherichia coli	MEM	0.8785271614043635	0.8217383741726301	0.9353159486360969	0.3214293000127503	0.1568718184367475	0.4859867815887531	0.004926954999892703	-0.0013751986271318215	0.011229108626917228
Escherichia coli	NOR	0.9072002231232814	0.8527072856493105	0.9616931605972523	0.1514285714285714	0.026392392950767618	0.2764647499063752	0.042105263157894736	0.012879525208444223	0.07133100110734525
Escherichia coli	SAM	0.9167702220689666	0.8602618711480801	0.9732785729898532	0.0968270944741533	0.009990850821725308	0.1836633381265813	0.04603174603174603	-0.013259124813760625	0.10532261687725268
Escherichia coli	STR	0.8333266729906894	0.7143488494533042	0.9523044965280746	0.0972626058152374	-0.0017590437418518318	0.19628425537232663	0.23421245421245424	0.044281497534503944	0.4241434108904045
Escherichia coli	SXT	0.7663266246799426	0.7379882021199659	0.7946650472399194	0.1648792068146907	0.11021153539610948	0.21954687823327193	0.2871151371151371	0.24815010425876785	0.3260801699715063
Escherichia coli	TET	0.7126474791731829	0.6412551915497959	0.78403976679657	0.19355212355212353	0.1533293326897444	0.23377491441450265	0.3759499759499759	0.2671804804137245	0.48471947148622735
Escherichia coli	TGC	0.8675955167779599	0.8001321157372042	0.9350589178187155	0.10686274509803921	-0.027759598188794657	0.2414850883848731	0.032521788584908985	0.01406200976823268	0.05098156740158529
Escherichia coli	TMP	0.7975502158282899	0.7331533028914334	0.8619471287651463	0.17703295500164223	0.11696758293949339	0.23709832706379108	0.22633815240702884	0.1482603831107847	0.304415921703273
Escherichia coli	TOB	0.8676741145399305	0.8243856248021073	0.9109626042777537	0.23636121115112713	0.15423526979149324	0.318487152510761	0.04848023905497692	0.02173379233860196	0.07522668577135189
Escherichia coli	TZP	0.7948277475430328	0.7639568401336081	0.8256986549524574	0.49331174059434924	0.4198065955625796	0.5668168856261189	0.013609876202140384	0.007871814897901317	0.01934793750637945
Klebsiella aerogenes	ALL	0.8263639186900056	0.730486622999979	0.9222412143800321	0.06484848484848485	-0.02175714532485523	0.15145411502182493	0.28722943722943717	0.1299781865928353	0.444480687866039
Klebsiella aerogenes	ETP	0.8263639186900056	0.730486622999979	0.9222412143800321	0.06484848484848485	-0.02175714532485523	0.15145411502182493	0.28722943722943717	0.1299781865928353	0.444480687866039
Klebsiella pneumoniae	ALL	0.9259597428269425	0.9184792847803863	0.9334402008734987	0.035251115076849956	0.031478790154229906	0.03902343999947001	0.12342506770712627	0.1073392167868367	0.13951091862741585
Klebsiella pneumoniae	AMC	0.9143143803627675	0.8764842002494676	0.9521445604760673	0.005	-0.008882225525988992	0.018882225525988994	0.2182051282051282	0.14302875115543395	0.29338150525482243
Klebsiella pneumoniae	AMK	0.9117812927375016	0.8786208598729036	0.9449417256020997	0.13253292026636013	0.07951442842651671	0.18555141210620354	0.04375151985909689	0.02290418089743867	0.06459885882075511
Klebsiella pneumoniae	ATM	0.8599005779984455	0.8310764224577993	0.8887247335390918	0.014222018519995206	0.007882802943338822	0.02056123409665159	0.3165244157820059	0.24518180093674452	0.3878670306272673
Klebsiella pneumoniae	CAZ	0.9290717552893071	0.9139203997953727	0.9442231107832415	0.007410469696209768	0.0022763000549276026	0.012544639337491933	0.17672594285865514	0.1391962765963003	0.21425560912101
Klebsiella pneumoniae	CFZ	0.9241499385214244	0.8869175154306872	0.9613823616121615	0.02234618949317315	0.006092616450037256	0.03859976253630905	0.07803500846979108	-0.0068111437154262655	0.16288116065500843
Klebsiella pneumoniae	CIP	0.8728841626404641	0.8234425350783998	0.9223257902025284	0.007558973196353139	0.005127127501522694	0.009990818891183584	0.33151307881987035	0.20458318759700742	0.45844297004273327
Klebsiella pneumoniae	CRO	0.949867131448813	0.9307093275142438	0.9690249353833821	0.0005420054200542005	-0.0009628428754459612	0.0020468537155543622	0.1634952120383037	0.0994389642819699	0.22755145979463748
Klebsiella pneumoniae	CST	0.7314587522759443	0.6674812406559614	0.7954362638959271	0.4795424836601307	0.3887148509465525	0.5703701163737088	0.08687426299191006	0.04614568449205182	0.12760284149176832
Klebsiella pneumoniae	CTX	0.8482809409282991	0.7698690255964866	0.9266928562601116	0.010173090209834134	0.0012055068268342038	0.019140673592834063	0.3702164502164502	0.17993418322483637	0.5604987172080641
